,Hourly_Averages
1588,1.0
1589,1.0
1590,0.8333333333333334
1591,0.0
1592,0.5833333333333334
1593,0.5
1594,0.5833333333333334
1595,1.6666666666666667
1596,0.5833333333333334
1597,0.9166666666666666
1598,1.5
1599,1.5
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
